# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
7.4979e+01 5.2943e-02 8.1175e-02 2.0817e+02 6.1561e-02 6.6060e-02 -2.6710e-02
7.5673e+01 5.1073e-02 6.3204e-02 2.0756e+02 5.9846e-02 6.4234e-02 -2.4750e-02
7.6373e+01 5.0773e-02 6.7470e-02 2.0497e+02 5.8998e-02 6.3273e-02 -2.5773e-02
7.7080e+01 4.8874e-02 7.0830e-02 2.0451e+02 5.7298e-02 6.1463e-02 -2.3695e-02
7.7794e+01 4.8491e-02 5.4599e-02 2.0208e+02 5.6431e-02 6.0494e-02 -2.4484e-02
7.8514e+01 4.6935e-02 7.5651e-02 2.0126e+02 5.4945e-02 5.8901e-02 -2.3003e-02
7.9241e+01 4.6166e-02 4.7315e-02 1.9940e+02 5.3894e-02 5.7756e-02 -2.2986e-02
7.9974e+01 4.5162e-02 7.4476e-02 1.9793e+02 5.2731e-02 5.6491e-02 -2.2504e-02
8.0715e+01 4.3924e-02 4.7104e-02 1.9675e+02 5.1447e-02 5.5121e-02 -2.1528e-02
8.1462e+01 4.3431e-02 6.6800e-02 1.9469e+02 5.0584e-02 5.4165e-02 -2.1963e-02
8.2216e+01 4.1873e-02 5.2051e-02 1.9402e+02 4.9150e-02 5.2649e-02 -2.0321e-02
8.2977e+01 4.1637e-02 5.5292e-02 1.9169e+02 4.8447e-02 5.1864e-02 -2.1184e-02
8.3746e+01 4.0062e-02 5.8417e-02 1.9114e+02 4.7028e-02 5.0366e-02 -1.9456e-02
8.4521e+01 3.9752e-02 4.4571e-02 1.8898e+02 4.6305e-02 4.9571e-02 -2.0114e-02
8.5303e+01 3.8470e-02 6.2369e-02 1.8815e+02 4.5070e-02 4.8258e-02 -1.8894e-02
8.6093e+01 3.7835e-02 3.8578e-02 1.8649e+02 4.4193e-02 4.7315e-02 -1.8874e-02
8.6890e+01 3.7018e-02 6.1292e-02 1.8515e+02 4.3234e-02 4.6280e-02 -1.8494e-02
8.7694e+01 3.5989e-02 3.8512e-02 1.8409e+02 4.2169e-02 4.5147e-02 -1.7673e-02
8.8506e+01 3.5598e-02 5.4824e-02 1.8227e+02 4.1468e-02 4.4369e-02 -1.8056e-02
8.9326e+01 3.4305e-02 4.2749e-02 1.8163e+02 4.0288e-02 4.3116e-02 -1.6683e-02
9.0152e+01 3.4123e-02 4.5235e-02 1.7959e+02 3.9729e-02 4.2477e-02 -1.7416e-02
9.0987e+01 3.2818e-02 4.8158e-02 1.7903e+02 3.8573e-02 4.1238e-02 -1.5978e-02
9.1829e+01 3.2566e-02 3.6404e-02 1.7711e+02 3.8004e-02 4.0585e-02 -1.6528e-02
9.2679e+01 3.1507e-02 5.1527e-02 1.7626e+02 3.7010e-02 3.9500e-02 -1.5521e-02
9.3537e+01 3.0975e-02 3.1607e-02 1.7470e+02 3.6312e-02 3.8716e-02 -1.5494e-02
9.4403e+01 3.0303e-02 5.0656e-02 1.7335e+02 3.5550e-02 3.7860e-02 -1.5189e-02
9.5277e+01 2.9438e-02 3.1771e-02 1.7221e+02 3.4686e-02 3.6913e-02 -1.4489e-02
9.6159e+01 2.9116e-02 4.5247e-02 1.7039e+02 3.4125e-02 3.6267e-02 -1.4815e-02
9.7050e+01 2.8031e-02 3.5426e-02 1.6954e+02 3.3148e-02 3.5217e-02 -1.3659e-02
9.7948e+01 2.7876e-02 3.7236e-02 1.6752e+02 3.2680e-02 3.4683e-02 -1.4264e-02
9.8855e+01 2.6787e-02 3.9894e-02 1.6673e+02 3.1707e-02 3.3648e-02 -1.3065e-02
9.9770e+01 2.6570e-02 2.9898e-02 1.6483e+02 3.1213e-02 3.3100e-02 -1.3509e-02
1.0069e+02 2.5692e-02 4.2551e-02 1.6384e+02 3.0368e-02 3.2199e-02 -1.2678e-02
1.0163e+02 2.5242e-02 2.5932e-02 1.6229e+02 2.9760e-02 3.1543e-02 -1.2639e-02
1.0257e+02 2.4689e-02 4.1649e-02 1.6093e+02 2.9105e-02 3.0836e-02 -1.2395e-02
1.0352e+02 2.3967e-02 2.6055e-02 1.5979e+02 2.8362e-02 3.0049e-02 -1.1803e-02
1.0447e+02 2.3705e-02 3.7024e-02 1.5811e+02 2.7880e-02 2.9518e-02 -1.2079e-02
1.0544e+02 2.2806e-02 2.9046e-02 1.5726e+02 2.7055e-02 2.8650e-02 -1.1118e-02
1.0642e+02 2.2682e-02 3.0337e-02 1.5544e+02 2.6660e-02 2.8213e-02 -1.1620e-02
1.0740e+02 2.1785e-02 3.2705e-02 1.5465e+02 2.5851e-02 2.7362e-02 -1.0632e-02
1.0840e+02 2.1606e-02 2.4284e-02 1.5294e+02 2.5440e-02 2.6913e-02 -1.0994e-02
1.0940e+02 2.0888e-02 3.4846e-02 1.5198e+02 2.4743e-02 2.6174e-02 -1.0316e-02
1.1041e+02 2.0516e-02 2.1057e-02 1.5057e+02 2.4238e-02 2.5635e-02 -1.0277e-02
1.1144e+02 2.0067e-02 3.4034e-02 1.4931e+02 2.3701e-02 2.5058e-02 -1.0085e-02
1.1247e+02 1.9471e-02 2.1212e-02 1.4824e+02 2.3086e-02 2.4410e-02 -9.5908e-03
1.1351e+02 1.9262e-02 3.0164e-02 1.4671e+02 2.2692e-02 2.3979e-02 -9.8263e-03
1.1456e+02 1.8521e-02 2.3713e-02 1.4588e+02 2.2012e-02 2.3267e-02 -9.0312e-03
1.1562e+02 1.8424e-02 2.4625e-02 1.4425e+02 2.1689e-02 2.2912e-02 -9.4478e-03
1.1669e+02 1.7688e-02 2.6732e-02 1.4346e+02 2.1024e-02 2.2214e-02 -8.6357e-03
1.1777e+02 1.7543e-02 1.9654e-02 1.4193e+02 2.0687e-02 2.1848e-02 -8.9323e-03
1.1886e+02 1.6957e-02 2.8468e-02 1.4100e+02 2.0116e-02 2.1245e-02 -8.3805e-03
1.1996e+02 1.6650e-02 1.7046e-02 1.3972e+02 1.9701e-02 2.0803e-02 -8.3435e-03
1.2107e+02 1.6288e-02 2.7757e-02 1.3855e+02 1.9263e-02 2.0335e-02 -8.1942e-03
1.2219e+02 1.5796e-02 1.7229e-02 1.3754e+02 1.8758e-02 1.9804e-02 -7.7814e-03
1.2332e+02 1.5631e-02 2.4526e-02 1.3615e+02 1.8438e-02 1.9455e-02 -7.9827e-03
1.2447e+02 1.5022e-02 1.9323e-02 1.3534e+02 1.7879e-02 1.8871e-02 -7.3254e-03
1.2562e+02 1.4946e-02 1.9949e-02 1.3388e+02 1.7617e-02 1.8584e-02 -7.6717e-03
1.2678e+02 1.4344e-02 2.1814e-02 1.3311e+02 1.7072e-02 1.8014e-02 -7.0051e-03
1.2795e+02 1.4227e-02 1.5877e-02 1.3172e+02 1.6797e-02 1.7716e-02 -7.2480e-03
1.2914e+02 1.3750e-02 2.3224e-02 1.3084e+02 1.6331e-02 1.7224e-02 -6.7998e-03
1.3033e+02 1.3498e-02 1.3774e-02 1.2966e+02 1.5991e-02 1.6864e-02 -6.7652e-03
1.3154e+02 1.3206e-02 2.2601e-02 1.2857e+02 1.5635e-02 1.6484e-02 -6.6499e-03
1.3276e+02 1.2801e-02 1.3969e-02 1.2763e+02 1.5220e-02 1.6049e-02 -6.3061e-03
1.3399e+02 1.2671e-02 1.9909e-02 1.2637e+02 1.4961e-02 1.5768e-02 -6.4777e-03
1.3523e+02 1.2172e-02 1.5722e-02 1.2559e+02 1.4503e-02 1.5290e-02 -5.9353e-03
1.3648e+02 1.2113e-02 1.6137e-02 1.2426e+02 1.4292e-02 1.5058e-02 -6.2226e-03
1.3774e+02 1.1620e-02 1.7779e-02 1.2351e+02 1.3846e-02 1.4592e-02 -5.6765e-03
1.3902e+02 1.1526e-02 1.2809e-02 1.2226e+02 1.3622e-02 1.4351e-02 -5.8749e-03
1.4031e+02 1.1138e-02 1.8921e-02 1.2142e+02 1.3242e-02 1.3951e-02 -5.5116e-03
1.4160e+02 1.0931e-02 1.1117e-02 1.2034e+02 1.2964e-02 1.3657e-02 -5.4798e-03
1.4291e+02 1.0697e-02 1.8378e-02 1.1933e+02 1.2676e-02 1.3349e-02 -5.3911e-03
1.4424e+02 1.0364e-02 1.1315e-02 1.1845e+02 1.2336e-02 1.2994e-02 -5.1053e-03
1.4557e+02 1.0262e-02 1.6142e-02 1.1730e+02 1.2127e-02 1.2767e-02 -5.2511e-03
1.4692e+02 9.8523e-03 1.2779e-02 1.1655e+02 1.1752e-02 1.2376e-02 -4.8042e-03
1.4828e+02 9.8073e-03 1.3036e-02 1.1535e+02 1.1581e-02 1.2190e-02 -5.0422e-03
1.4965e+02 9.4052e-03 1.4471e-02 1.1462e+02 1.1217e-02 1.1810e-02 -4.5953e-03
1.5104e+02 9.3288e-03 1.0318e-02 1.1349e+02 1.1036e-02 1.1615e-02 -4.7573e-03
1.5244e+02 9.0143e-03 1.5395e-02 1.1269e+02 1.0727e-02 1.1290e-02 -4.4631e-03
1.5385e+02 8.8448e-03 8.9625e-03 1.1170e+02 1.0500e-02 1.1050e-02 -4.4342e-03
1.5527e+02 8.6565e-03 1.4930e-02 1.1076e+02 1.0267e-02 1.0802e-02 -4.3665e-03
1.5671e+02 8.3839e-03 9.1590e-03 1.0994e+02 9.9885e-03 1.0511e-02 -4.1292e-03
1.5816e+02 8.3036e-03 1.3075e-02 1.0889e+02 9.8203e-03 1.0329e-02 -4.2529e-03
1.5963e+02 7.9685e-03 1.0378e-02 1.0817e+02 9.5138e-03 1.0010e-02 -3.8853e-03
1.6110e+02 7.9340e-03 1.0519e-02 1.0708e+02 9.3762e-03 9.8600e-03 -4.0822e-03
1.6259e+02 7.6064e-03 1.1768e-02 1.0639e+02 9.0798e-03 9.5511e-03 -3.7169e-03
1.6410e+02 7.5446e-03 8.3030e-03 1.0536e+02 8.9322e-03 9.3924e-03 -3.8490e-03
1.6562e+02 7.2899e-03 1.2517e-02 1.0460e+02 8.6816e-03 9.1292e-03 -3.6113e-03
1.6715e+02 7.1511e-03 7.2169e-03 1.0369e+02 8.4964e-03 8.9339e-03 -3.5854e-03
1.6870e+02 7.0003e-03 1.2116e-02 1.0282e+02 8.3080e-03 8.7334e-03 -3.5341e-03
1.7026e+02 6.7769e-03 7.4021e-03 1.0205e+02 8.0810e-03 8.4967e-03 -3.3373e-03
1.7184e+02 6.7141e-03 1.0578e-02 1.0109e+02 7.9456e-03 8.3501e-03 -3.4420e-03
1.7343e+02 6.4401e-03 8.4198e-03 1.0040e+02 7.6956e-03 8.0904e-03 -3.1396e-03
1.7503e+02 6.4139e-03 8.4794e-03 9.9417e+01 7.5848e-03 7.9696e-03 -3.3025e-03
1.7665e+02 6.1470e-03 9.5667e-03 9.8751e+01 7.3435e-03 7.7184e-03 -3.0043e-03
1.7829e+02 6.0974e-03 6.6755e-03 9.7814e+01 7.2240e-03 7.5901e-03 -3.1120e-03
1.7994e+02 5.8912e-03 1.0171e-02 9.7095e+01 7.0208e-03 7.3769e-03 -2.9200e-03
1.8161e+02 5.7776e-03 5.8051e-03 9.6261e+01 6.8699e-03 7.2180e-03 -2.8969e-03
1.8329e+02 5.6570e-03 9.8251e-03 9.5454e+01 6.7180e-03 7.0564e-03 -2.8583e-03
1.8498e+02 5.4739e-03 5.9779e-03 9.4730e+01 6.5325e-03 6.8633e-03 -2.6952e-03
1.8670e+02 5.4252e-03 8.5508e-03 9.3851e+01 6.4240e-03 6.7458e-03 -2.7838e-03
1.8842e+02 5.2011e-03 6.8267e-03 9.3202e+01 6.2199e-03 6.5340e-03 -2.5353e-03
1.9017e+02 5.1815e-03 6.8291e-03 9.2305e+01 6.1310e-03 6.4373e-03 -2.6700e-03
1.9193e+02 4.9642e-03 7.7680e-03 9.1670e+01 5.9347e-03 6.2330e-03 -2.4265e-03
1.9371e+02 4.9244e-03 5.3612e-03 9.0816e+01 5.8381e-03 6.1295e-03 -2.5143e-03
1.9550e+02 4.7577e-03 8.2555e-03 9.0138e+01 5.6735e-03 5.9569e-03 -2.3593e-03
1.9731e+02 4.6648e-03 4.6676e-03 8.9370e+01 5.5507e-03 5.8278e-03 -2.3389e-03
1.9914e+02 4.5685e-03 7.9608e-03 8.8622e+01 5.4283e-03 5.6977e-03 -2.3102e-03
2.0098e+02 4.4187e-03 4.8282e-03 8.7945e+01 5.2771e-03 5.5404e-03 -2.1752e-03
2.0284e+02 4.3808e-03 6.9076e-03 8.7139e+01 5.1900e-03 5.4462e-03 -2.2500e-03
2.0472e+02 4.1980e-03 5.5323e-03 8.6524e+01 5.0239e-03 5.2740e-03 -2.0462e-03
2.0661e+02 4.1832e-03 5.4947e-03 8.5706e+01 4.9525e-03 5.1963e-03 -2.1571e-03
2.0853e+02 4.0067e-03 6.3025e-03 8.5103e+01 4.7931e-03 5.0306e-03 -1.9589e-03
2.1046e+02 3.9746e-03 4.3014e-03 8.4323e+01 4.7149e-03 4.9469e-03 -2.0301e-03
2.1240e+02 3.8400e-03 6.6962e-03 8.3685e+01 4.5818e-03 4.8074e-03 -1.9053e-03
2.1437e+02 3.7641e-03 3.7496e-03 8.2977e+01 4.4819e-03 4.7025e-03 -1.8874e-03
2.1636e+02 3.6873e-03 6.4463e-03 8.2283e+01 4.3833e-03 4.5978e-03 -1.8662e-03
2.1836e+02 3.5648e-03 3.8952e-03 8.1650e+01 4.2603e-03 4.4699e-03 -1.7546e-03
2.2038e+02 3.5355e-03 5.5756e-03 8.0912e+01 4.1905e-03 4.3945e-03 -1.8175e-03
2.2242e+02 3.3865e-03 4.4799e-03 8.0330e+01 4.0554e-03 4.2545e-03 -1.6504e-03
2.2448e+02 3.3754e-03 4.4181e-03 7.9583e+01 3.9980e-03 4.1922e-03 -1.7418e-03
2.2656e+02 3.2320e-03 5.1128e-03 7.9012e+01 3.8687e-03 4.0578e-03 -1.5805e-03
2.2865e+02 3.2062e-03 3.4492e-03 7.8298e+01 3.8055e-03 3.9902e-03 -1.6382e-03
2.3077e+02 3.0976e-03 5.4305e-03 7.7699e+01 3.6978e-03 3.8775e-03 -1.5379e-03
2.3291e+02 3.0356e-03 3.0089e-03 7.7045e+01 3.6166e-03 3.7923e-03 -1.5222e-03
2.3506e+02 2.9744e-03 5.2158e-03 7.6402e+01 3.5374e-03 3.7082e-03 -1.5068e-03
2.3724e+02 2.8743e-03 3.1388e-03 7.5811e+01 3.4372e-03 3.6042e-03 -1.4145e-03
2.3944e+02 2.8517e-03 4.4961e-03 7.5132e+01 3.3814e-03 3.5439e-03 -1.4674e-03
2.4165e+02 2.7301e-03 3.6255e-03 7.4584e+01 3.2714e-03 3.4300e-03 -1.3304e-03
2.4389e+02 2.7221e-03 3.5501e-03 7.3900e+01 3.2256e-03 3.3802e-03 -1.4057e-03
2.4615e+02 2.6056e-03 4.1455e-03 7.3361e+01 3.1206e-03 3.2712e-03 -1.2744e-03
2.4843e+02 2.5850e-03 2.7649e-03 7.2706e+01 3.0697e-03 3.2168e-03 -1.3213e-03
2.5073e+02 2.4974e-03 4.3994e-03 7.2145e+01 2.9826e-03 3.1257e-03 -1.2406e-03
2.5305e+02 2.4467e-03 2.4150e-03 7.1541e+01 2.9167e-03 3.0567e-03 -1.2269e-03
2.5539e+02 2.3981e-03 4.2161e-03 7.0944e+01 2.8531e-03 2.9891e-03 -1.2159e-03
2.5775e+02 2.3162e-03 2.5308e-03 7.0393e+01 2.7715e-03 2.9044e-03 -1.1397e-03
2.6014e+02 2.2989e-03 3.6234e-03 6.9769e+01 2.7270e-03 2.8564e-03 -1.1841e-03
2.6255e+02 2.1998e-03 2.9333e-03 6.9253e+01 2.6375e-03 2.7638e-03 -1.0719e-03
2.6498e+02 2.1940e-03 2.8504e-03 6.8626e+01 2.6009e-03 2.7240e-03 -1.1338e-03
2.6743e+02 2.0995e-03 3.3562e-03 6.8118e+01 2.5157e-03 2.6357e-03 -1.0271e-03
2.6991e+02 2.0829e-03 2.2146e-03 6.7516e+01 2.4747e-03 2.5918e-03 -1.0651e-03
2.7241e+02 2.0124e-03 3.5595e-03 6.6991e+01 2.4045e-03 2.5184e-03 -1.0003e-03
2.7493e+02 1.9710e-03 1.9385e-03 6.6433e+01 2.3509e-03 2.4624e-03 -9.8837e-04
2.7747e+02 1.9323e-03 3.4060e-03 6.5879e+01 2.2999e-03 2.4082e-03 -9.8060e-04
2.8004e+02 1.8656e-03 2.0413e-03 6.5365e+01 2.2336e-03 2.3395e-03 -9.1784e-04
2.8263e+02 1.8523e-03 2.9184e-03 6.4790e+01 2.1979e-03 2.3010e-03 -9.5492e-04
2.8525e+02 1.7718e-03 2.3723e-03 6.4305e+01 2.1254e-03 2.2260e-03 -8.6334e-04
2.8789e+02 1.7674e-03 2.2867e-03 6.3730e+01 2.0960e-03 2.1940e-03 -9.1404e-04
2.9056e+02 1.6910e-03 2.7168e-03 6.3253e+01 2.0272e-03 2.1227e-03 -8.2747e-04
2.9325e+02 1.6775e-03 1.7720e-03 6.2699e+01 1.9939e-03 2.0872e-03 -8.5807e-04
2.9596e+02 1.6208e-03 2.8806e-03 6.2208e+01 1.9373e-03 2.0281e-03 -8.0620e-04
2.9870e+02 1.5871e-03 1.5534e-03 6.1691e+01 1.8939e-03 1.9826e-03 -7.9586e-04
3.0147e+02 1.5563e-03 2.7510e-03 6.1178e+01 1.8529e-03 1.9392e-03 -7.9054e-04
3.0426e+02 1.5020e-03 1.6427e-03 6.0698e+01 1.7992e-03 1.8835e-03 -7.3886e-04
3.0707e+02 1.4917e-03 2.3491e-03 6.0169e+01 1.7706e-03 1.8527e-03 -7.6979e-04
3.0992e+02 1.4263e-03 1.9173e-03 5.9714e+01 1.7119e-03 1.7920e-03 -6.9500e-04
3.1279e+02 1.4231e-03 1.8334e-03 5.9186e+01 1.6883e-03 1.7664e-03 -7.3656e-04
3.1568e+02 1.3613e-03 2.2005e-03 5.8737e+01 1.6327e-03 1.7087e-03 -6.6636e-04
3.1860e+02 1.3504e-03 1.4169e-03 5.8228e+01 1.6058e-03 1.6801e-03 -6.9110e-04
3.2155e+02 1.3048e-03 2.3316e-03 5.7769e+01 1.5603e-03 1.6325e-03 -6.4956e-04
3.2453e+02 1.2773e-03 1.2432e-03 5.7290e+01 1.5251e-03 1.5957e-03 -6.4066e-04
3.2753e+02 1.2530e-03 2.2209e-03 5.6814e+01 1.4923e-03 1.5609e-03 -6.3716e-04
3.3057e+02 1.2086e-03 1.3212e-03 5.6367e+01 1.4485e-03 1.5156e-03 -5.9457e-04
3.3363e+02 1.2009e-03 1.8897e-03 5.5879e+01 1.4259e-03 1.4912e-03 -6.2041e-04
3.3672e+02 1.1476e-03 1.5490e-03 5.5452e+01 1.3781e-03 1.4418e-03 -5.5929e-04
3.3983e+02 1.1455e-03 1.4695e-03 5.4966e+01 1.3594e-03 1.4215e-03 -5.9342e-04
3.4298e+02 1.0953e-03 1.7802e-03 5.4546e+01 1.3143e-03 1.3748e-03 -5.3646e-04
3.4615e+02 1.0867e-03 1.1330e-03 5.4076e+01 1.2928e-03 1.3519e-03 -5.5645e-04
3.4936e+02 1.0500e-03 1.8845e-03 5.3648e+01 1.2560e-03 1.3135e-03 -5.2319e-04
3.5259e+02 1.0276e-03 9.9622e-04 5.3205e+01 1.2275e-03 1.2837e-03 -5.1554e-04
3.5586e+02 1.0084e-03 1.7910e-03 5.2763e+01 1.2012e-03 1.2559e-03 -5.1336e-04
3.5915e+02 9.7216e-04 1.0641e-03 5.2346e+01 1.1657e-03 1.2191e-03 -4.7831e-04
3.6248e+02 9.6638e-04 1.5193e-03 5.1896e+01 1.1477e-03 1.1996e-03 -4.9985e-04
3.6583e+02 9.2306e-04 1.2512e-03 5.1497e+01 1.1089e-03 1.1596e-03 -4.4998e-04
3.6922e+02 9.2158e-04 1.1769e-03 5.1049e+01 1.0940e-03 1.1434e-03 -4.7789e-04
3.7264e+02 8.8101e-04 1.4384e-03 5.0655e+01 1.0575e-03 1.1056e-03 -4.3177e-04
3.7609e+02 8.7406e-04 9.0563e-04 5.0222e+01 1.0402e-03 1.0872e-03 -4.4783e-04
3.7957e+02 8.4461e-04 1.5214e-03 4.9823e+01 1.0106e-03 1.0563e-03 -4.2125e-04
3.8308e+02 8.2634e-04 7.9860e-04 4.9412e+01 9.8748e-04 1.0322e-03 -4.1468e-04
3.8663e+02 8.1106e-04 1.4434e-03 4.9003e+01 9.6646e-04 1.0099e-03 -4.1345e-04
3.9021e+02 7.8163e-04 8.5711e-04 4.8614e+01 9.3767e-04 9.8011e-04 -3.8467e-04
3.9382e+02 7.7723e-04 1.2206e-03 4.8198e+01 9.2329e-04 9.6457e-04 -4.0254e-04
3.9747e+02 7.4214e-04 1.0103e-03 4.7824e+01 8.9196e-04 9.3224e-04 -3.6195e-04
4.0115e+02 7.4106e-04 9.4203e-04 4.7412e+01 8.7997e-04 9.1924e-04 -3.8470e-04
4.0486e+02 7.0835e-04 1.1622e-03 4.7043e+01 8.5058e-04 8.8880e-04 -3.4743e-04
4.0861e+02 7.0269e-04 7.2346e-04 4.6644e+01 8.3653e-04 8.7388e-04 -3.6032e-04
4.1239e+02 6.7910e-04 1.2285e-03 4.6271e+01 8.1280e-04 8.4908e-04 -3.3913e-04
4.1621e+02 6.6421e-04 6.3926e-04 4.5890e+01 7.9406e-04 8.2955e-04 -3.3351e-04
4.2006e+02 6.5213e-04 1.1629e-03 4.5511e+01 7.7726e-04 8.1172e-04 -3.3295e-04
4.2395e+02 6.2821e-04 6.8915e-04 4.5148e+01 7.5395e-04 7.8765e-04 -3.0933e-04
4.2787e+02 6.2489e-04 9.8006e-04 4.4764e+01 7.4249e-04 7.7526e-04 -3.2415e-04
4.3183e+02 5.9645e-04 8.1544e-04 4.4415e+01 7.1716e-04 7.4913e-04 -2.9111e-04
4.3583e+02 5.9571e-04 7.5382e-04 4.4035e+01 7.0756e-04 7.3873e-04 -3.0968e-04
4.3987e+02 5.6931e-04 9.3954e-04 4.3690e+01 6.8386e-04 7.1418e-04 -2.7957e-04
4.4394e+02 5.6475e-04 5.7771e-04 4.3321e+01 6.7254e-04 7.0217e-04 -2.8993e-04
4.4805e+02 5.4584e-04 9.9199e-04 4.2974e+01 6.5348e-04 6.8225e-04 -2.7304e-04
4.5220e+02 5.3371e-04 5.1122e-04 4.2621e+01 6.3831e-04 6.6645e-04 -2.6825e-04
4.5638e+02 5.2418e-04 9.3657e-04 4.2268e+01 6.2488e-04 6.5220e-04 -2.6815e-04
4.6061e+02 5.0470e-04 5.5382e-04 4.1931e+01 6.0598e-04 6.3268e-04 -2.4875e-04
4.6487e+02 5.0224e-04 7.8670e-04 4.1576e+01 5.9687e-04 6.2282e-04 -2.6106e-04
4.6918e+02 4.7915e-04 6.5798e-04 4.1250e+01 5.7635e-04 6.0166e-04 -2.3414e-04
4.7352e+02 4.7870e-04 6.0279e-04 4.0899e+01 5.6871e-04 5.9338e-04 -2.4933e-04
4.7790e+02 4.5737e-04 7.5881e-04 4.0577e+01 5.4958e-04 5.7357e-04 -2.2496e-04
4.8233e+02 4.5371e-04 4.6083e-04 4.0236e+01 5.4048e-04 5.6392e-04 -2.3330e-04
4.8679e+02 4.3855e-04 8.0042e-04 3.9912e+01 5.2515e-04 5.4791e-04 -2.1983e-04
4.9130e+02 4.2867e-04 4.0894e-04 3.9585e+01 5.1287e-04 5.3512e-04 -2.1575e-04
4.9585e+02 4.2115e-04 7.5416e-04 3.9258e+01 5.0214e-04 5.2373e-04 -2.1597e-04
5.0044e+02 4.0529e-04 4.4554e-04 3.8944e+01 4.8682e-04 5.0792e-04 -2.0005e-04
5.0507e+02 4.0348e-04 6.3131e-04 3.8615e+01 4.7958e-04 5.0008e-04 -2.1027e-04
5.0975e+02 3.8476e-04 5.3079e-04 3.8311e+01 4.6298e-04 4.8297e-04 -1.8835e-04
5.1446e+02 3.8449e-04 4.8160e-04 3.7986e+01 4.5689e-04 4.7636e-04 -2.0074e-04
5.1923e+02 3.6728e-04 6.1238e-04 3.7686e+01 4.4146e-04 4.6038e-04 -1.8107e-04
5.2403e+02 3.6432e-04 3.6738e-04 3.7370e+01 4.3412e-04 4.5260e-04 -1.8774e-04
5.2889e+02 3.5218e-04 6.4551e-04 3.7069e+01 4.2182e-04 4.3975e-04 -1.7703e-04
5.3378e+02 3.4413e-04 3.2705e-04 3.6765e+01 4.1188e-04 4.2941e-04 -1.7358e-04
5.3872e+02 3.3820e-04 6.0697e-04 3.6462e+01 4.0332e-04 4.2031e-04 -1.7399e-04
5.4371e+02 3.2533e-04 3.5812e-04 3.6170e+01 3.9093e-04 4.0752e-04 -1.6095e-04
5.4874e+02 3.2399e-04 5.0630e-04 3.5866e+01 3.8516e-04 4.0128e-04 -1.6939e-04
5.5382e+02 3.0884e-04 4.2807e-04 3.5582e+01 3.7176e-04 3.8746e-04 -1.5160e-04
5.5895e+02 3.0868e-04 3.8477e-04 3.5282e+01 3.6689e-04 3.8218e-04 -1.6168e-04
5.6413e+02 2.9481e-04 4.9447e-04 3.5002e+01 3.5445e-04 3.6930e-04 -1.4583e-04
5.6935e+02 2.9241e-04 2.9293e-04 3.4710e+01 3.4854e-04 3.6303e-04 -1.5117e-04
5.7462e+02 2.8270e-04 5.2068e-04 3.4430e+01 3.3867e-04 3.5271e-04 -1.4267e-04
5.7994e+02 2.7614e-04 2.6124e-04 3.4148e+01 3.3062e-04 3.4434e-04 -1.3974e-04
5.8531e+02 2.7148e-04 4.8816e-04 3.3866e+01 3.2379e-04 3.3709e-04 -1.4026e-04
5.9073e+02 2.6101e-04 2.8752e-04 3.3594e+01 3.1375e-04 3.2672e-04 -1.2958e-04
5.9619e+02 2.6003e-04 4.0576e-04 3.3313e+01 3.0918e-04 3.2177e-04 -1.3657e-04
6.0171e+02 2.4775e-04 3.4515e-04 3.3048e+01 2.9833e-04 3.1058e-04 -1.2211e-04
6.0728e+02 2.4769e-04 3.0737e-04 3.2771e+01 2.9445e-04 3.0637e-04 -1.3033e-04
6.1291e+02 2.3650e-04 3.9913e-04 3.2509e+01 2.8442e-04 2.9598e-04 -1.1754e-04
6.1858e+02 2.3457e-04 2.3360e-04 3.2239e+01 2.7967e-04 2.9094e-04 -1.2182e-04
6.2431e+02 2.2679e-04 4.1964e-04 3.1978e+01 2.7174e-04 2.8266e-04 -1.1507e-04
6.3009e+02 2.2145e-04 2.0894e-04 3.1716e+01 2.6523e-04 2.7588e-04 -1.1260e-04
6.3592e+02 2.1778e-04 3.9245e-04 3.1455e+01 2.5978e-04 2.7009e-04 -1.1318e-04
6.4181e+02 2.0926e-04 2.3120e-04 3.1202e+01 2.5163e-04 2.6167e-04 -1.0444e-04
6.4775e+02 2.0857e-04 3.2518e-04 3.0942e+01 2.4801e-04 2.5774e-04 -1.1022e-04
6.5374e+02 1.9861e-04 2.7826e-04 3.0695e+01 2.3922e-04 2.4867e-04 -9.8473e-05
6.5980e+02 1.9860e-04 2.4536e-04 3.0438e+01 2.3614e-04 2.4532e-04 -1.0516e-04
6.6590e+02 1.8958e-04 3.2166e-04 3.0195e+01 2.2804e-04 2.3694e-04 -9.4858e-05
6.7207e+02 1.8801e-04 1.8625e-04 2.9944e+01 2.2421e-04 2.3287e-04 -9.8280e-05
6.7829e+02 1.8178e-04 3.3785e-04 2.9702e+01 2.1785e-04 2.2621e-04 -9.2926e-05
6.8457e+02 1.7743e-04 1.6738e-04 2.9459e+01 2.1257e-04 2.2072e-04 -9.0843e-05
6.9091e+02 1.7453e-04 3.1544e-04 2.9216e+01 2.0821e-04 2.1608e-04 -9.1443e-05
6.9730e+02 1.6762e-04 1.8617e-04 2.8981e+01 2.0162e-04 2.0927e-04 -8.4303e-05
7.0376e+02 1.6710e-04 2.6053e-04 2.8740e+01 1.9872e-04 2.0612e-04 -8.9056e-05
